Commodity,Number of trades,Traded items,Value of trades,https://www.adam4eve.eu/tradeVol_type.php
Small EM Armor Reinforcer I,44,73,26.762.007,L
Batch Compressed Prime Arkonor,1,18,26.693.500,L
Medium Warp Core Optimizer I,8,14,26.678.565,L
Omen Cold Iron SKIN,4,4,26.668.919,L
720mm Howitzer Artillery I,24,110,26.665.789,L
Expanded Cargohold I,457,1.923,26.637.758,L
EM Armor Hardener I Blueprint,13,13,26.633.855,L
Decayed Entropic Radiation Sink Mutaplasmid,86,279,26.633.020,L
200mm AutoCannon I,130,1.341,26.614.436,L
Guristas Nova Cruise Missile,24,72.139,26.585.603,L
Wasp EC-900,28,212,26.584.359,L
Diamond Ring,4,5,26.584.331,L
Medium Auxiliary Nano Pump I Blueprint,10,16,26.540.735,L
Algos Federation Navy SKIN,7,8,26.503.098,L
Osprey Navy Issue Exoplanets Hunter SKIN,1,1,26.500.000,L
Imperial Navy 100mm Steel Plates,6,9,26.468.287,L
1MN Afterburner I,950,2.120,26.429.749,L
Dark Blood Infrared M,4,34,26.422.882,L
Element Containment Vessel,2,3,26.413.300,L
Agitated Electrical Filament,190,1.664,26.384.603,L
Gist C-Type Explosive Shield Hardener,5,10,26.379.559,L
Kronos Glacial Drift SKIN,1,1,26.376.296,L
Gallente Tactical Destroyer,22,28,26.352.060,L
Festival HyperCore and Snowballs Crate,2,2,26.336.828,L
Phased Plasma L Blueprint,8,24,26.336.807,L
Amarr Tactical Destroyer,19,24,26.301.037,L
'Basic' Explosive Shield Amplifier,2,2,26.300.000,L
Domination Small Proton Smartbomb,4,6,26.289.425,L
X-Large Shield Booster I,11,25,26.289.038,L
EMP M Blueprint,12,16,26.286.014,L
Large Capacitor Control Circuit I Blueprint,13,17,26.273.270,L
Algos Exoplanets Hunter SKIN,4,4,26.270.212,L
Blood Standard XL,2,8,26.261.088,L
Missile Range Script Blueprint,17,17,26.227.273,L
Federation Navy Comet Spirit SKIN,1,1,26.221.817,L
Capital Crystalline Carbonide Armor Plate,6,1.631,26.184.881,L
Uncommon Moon Mining Crystal Type B I,4,21,26.173.688,L
Missile Precision Script Blueprint,17,18,26.115.385,L
Manticore Glacial Drift SKIN,2,3,26.104.974,L
OODA Loop Expert System Package,1,2,26.081.704,L
Shadow Iron Charge XL,2,10.314,26.045.289,L
Phased Scoped Target Painter,251,1.064,26.025.154,L
Iridium Charge L,115,996.134,26.016.816,L
Augoror Navy Issue Purity of the Throne SKIN,1,1,26.010.000,L
Deprecated Survey Networks 3,1,1,26.010.000,L
Jackdaw Glacial Drift SKIN,1,1,25.993.565,L
Zakura Cherry Pink Satin - Unlimited,6,12,25.993.007,L
Dual 650mm Prototype Automatic Cannon,40,106,25.974.629,L
Fiery Kernite,51,58.683,25.958.793,L
100 Aurum Token,1,1,25.953.125,L
Ancient Radar Decorrelator,99,26.176,25.941.922,L
Ares Spirit SKIN,2,2,25.940.875,L
Panther Versus Redforce SKIN,4,4,25.893.602,L
Hypnos Scoped Magnetometric ECM,149,670,25.863.016,L
Medium Shield Maintenance Bot I Blueprint,7,9,25.855.072,L
Brutix Valimor Legacy SKIN,2,2,25.827.082,L
Large Drone Speed Augmentor I,6,8,25.821.989,L
Surgical Strike,19,19,25.798.470,L
Pure Synth Frentix Booster,3,411,25.794.222,L
Zainou 'Gypsy' Target Painting TG-904,2,2,25.791.111,L
Radio M,147,1.004,25.778.153,L
Miner I,711,2.721,25.749.073,L
Batch Compressed Triclinic Bistot,1,68,25.736.267,L
Men's 'Eico Flamjaw' Facial Augmentation,4,4,25.722.831,L
Thrasher Luminaire Zenith SKIN,3,4,25.706.129,L
Zainou 'Gypsy' Sensor Linking SL-903,2,2,25.704.191,L
Small Autocannon Specialization,20,74,25.686.407,L
Crossroad - Unlimited,5,12,25.641.865,L
Decayed Assault Damage Control Mutaplasmid,10,68,25.636.138,L
Heavy Pulse Laser I,22,111,25.608.475,L
Small Warhead Rigor Catalyst I,26,61,25.532.634,L
Asaya Midnight Gloss - Unlimited,2,2,25.510.000,L
Low-grade Edge Epsilon,2,2,25.507.125,L
Medium Armor Maintenance Bot I Blueprint,7,9,25.497.464,L
True Sanshas Microwave L,8,31,25.491.877,L
Simple Asteroid Mining Crystal Type C I,15,149,25.477.503,L
Blood Radio L,14,141,25.454.203,L
Punisher Harmonious Ascension SKIN,1,1,25.425.000,L
Nereus Glacial Drift SKIN,3,3,25.418.570,L
Medium Projectile Metastasis Adjuster I,22,38,25.383.128,L
Vargur Glacial Drift SKIN,3,3,25.365.677,L
Oracle Aurora Universalis SKIN,3,3,25.344.102,L
Large Powergrid Subroutine Maximizer I,3,11,25.342.418,L
Optimal Range Script Blueprint,16,18,25.321.462,L
Loggerhead Glacial Drift SKIN,3,7,25.269.008,L
Pith C-Type Explosive Shield Hardener,4,5,25.242.165,L
Medium Drone Control Range Augmentor I,29,57,25.228.983,L
Bowhead Gallente Industrial Livery SKIN,1,1,25.200.000,L
Medium Coaxial Compact Remote Armor Repairer,136,477,25.192.536,L
Complex Asteroid Mining Crystal Type C I,5,23,25.167.508,L
100MN Afterburner I,50,117,25.160.817,L
Celestial Peridot Gloss - Limited,4,15,25.159.983,L
Zainou 'Snapshot' Heavy Assault Missiles AM-701,14,23,25.135.156,L
Eico Redarc/Redwire XVI Augmentations Crate,3,4,25.123.101,L
Modified Sleeper Corpse,1,1,25.100.000,L
Inherent Implants 'Noble' Hull Upgrades HG-1001,24,75,25.088.482,L
Crane Glacial Drift SKIN,3,3,25.081.639,L
Dual Heavy Pulse Laser I Blueprint,4,14,25.076.923,L
Compressed Hadal Talassonite,4,5.455,25.063.659,L
Federation Navy Iron Charge M,15,35.243,25.039.510,L
Zainou 'Gypsy' Electronics Upgrades EU-605,1,1,25.039.320,L
Checkerboard - Limited,5,34,25.036.000,L
Oracle Purity of the Throne SKIN,1,1,25.030.000,L
Federation Navy Lead Charge S,28,35.518,25.020.469,L
Forgotten Silver Metallic - Limited,3,13,25.009.600,L
Eagle Glacial Drift SKIN,1,1,25.005.000,L
Matari Word Calendar,2,6,25.000.229,L
Dark Blood Small Energy Nosferatu,1,1,25.000.000,L
Navy Scan Pinpointing Array,1,1,25.000.000,L
Small AutoCannon Battery Blueprint,1,1,25.000.000,L
Small Artillery Battery Blueprint,1,1,25.000.000,L
Defunct Caldari Encounter Surveillance System,1,1,25.000.000,L
Megathron Navy Issue Exoplanets Hunter SKIN,1,1,25.000.000,L
Gallium Ample Quad 3500mm Siege Artillery,2,2,25.000.000,L
Arbitrator Ardishapur SKIN,1,1,25.000.000,L
Republic Fleet Small Proton Smartbomb,4,6,24.968.369,L
Medium Standard Container,60,173,24.934.740,L
Small 'Settler' Shield Booster,7,18,24.926.484,L
Decayed Magnetic Field Stabilizer Mutaplasmid,85,252,24.920.925,L
Coercer Ardishapur SKIN,2,2,24.900.000,L
Capsule Subsystem Holostorage EH-CN-J44-007,1,1,24.900.000,L
250mm Railgun I Blueprint,28,29,24.896.927,L
Modal Light Electron Particle Accelerator I,67,180,24.895.583,L
CSM 4 Electee Archive Script,1,1,24.890.000,L
Dual 650mm Gallium Repeating Cannon,43,103,24.869.703,L
Praxis Versus Redforce SKIN,5,5,24.867.243,L
Faint Scoped Warp Disruptor,304,1.394,24.854.271,L
Dual 180mm Prototype Automatic Cannon,20,64,24.846.653,L
Panther Glacial Drift SKIN,3,3,24.845.704,L
Medium Transverse Bulkhead I Blueprint,11,18,24.822.876,L
Sensor Booster I,80,288,24.815.708,L
Serpentis Platinum Tag,23,254,24.786.165,L
Women's Permaband Tour T-Shirt,4,7,24.782.879,L
Slasher Deathglow Remnant SKIN,7,7,24.780.796,L
Medium Cap Battery I,57,256,24.777.571,L
Mammoth Exoplanets Hunter SKIN,2,2,24.770.001,L
Micro Auxiliary Power Core I Blueprint,16,19,24.751.786,L
Men's 'March' Boots (Black),2,2,24.736.251,L
Mark I Compact Power Diagnostic System,337,1.526,24.735.622,L
EM Shield Hardener I Blueprint,17,28,24.734.237,L
Endurance Blood Raider Industrial Livery SKIN,1,1,24.689.167,L
Large Core Defense Charge Economizer I,7,7,24.647.895,L
Black Dagger,1,4,24.645.333,L
Light Missile Launcher I,256,2.349,24.557.349,L
Dual 650mm Carbine Repeating Cannon I,45,146,24.551.606,L
Men's 'Impact' Jacket (green camo),1,1,24.551.225,L
Garbage,119,962.693,24.526.679,L
Target Painter I Blueprint,6,7,24.518.678,L
Endurance Amarr Industrial Livery SKIN,3,5,24.509.381,L
Large Energy Locus Coordinator I,6,11,24.496.730,L
Augoror Ironblood SKIN,3,3,24.493.061,L
Typhoon Fleet Issue Exoplanets Hunter SKIN,1,2,24.477.503,L
Blood Brass Tag,23,122,24.448.211,L
Caldari State Starbase Charter,10,5.931,24.425.771,L
Wreathe Exoplanets Hunter SKIN,3,4,24.387.740,L
Prowler Exoplanets Hunter SKIN,2,5,24.386.294,L
Enduring EM Shield Hardener,226,585,24.377.061,L
Cap Booster 100,72,12.181,24.340.914,L
Succubus Aurora Universalis SKIN,2,2,24.337.659,L
Brutix Navy Issue Exoplanets Hunter SKIN,1,1,24.328.469,L
Standup Radar ECM Script,14,40,24.275.534,L
Cheetah Justice SKIN,4,4,24.273.609,L
Men's Permaband Tour T-Shirt,3,4,24.272.682,L
Argon Heat Satin - Unlimited,3,4,24.268.628,L
Myrmidon Navy Issue Versus Redforce SKIN,1,1,24.265.000,L
Capital Hull Repairer I Blueprint,2,2,24.250.000,L
Rokh Wiyrkomi SKIN,2,2,24.226.951,L
Legion Scourge Auto-Targeting Light Missile,22,165.899,24.218.765,L
Gallente Federation Starbase Charter,6,3.233,24.202.942,L
Vexor Sapphire Sungrazer SKIN,2,2,24.189.062,L
Medium Warhead Flare Catalyst I,21,39,24.183.459,L
Stellar White Gloss - Unlimited,10,12,24.174.682,L
Onyx Glacial Drift SKIN,4,5,24.109.877,L
Limited Cybernetic Subprocessor,40,49,24.102.823,L
Multispectrum Shield Hardener I Blueprint,25,44,24.084.627,L
Women's 'Protector' Beret (Caldari State),1,1,24.046.000,L
Omen Warp Convergence SKIN,2,3,24.038.772,L
Brutix Deathglow Remnant SKIN,4,6,24.016.516,L
Drake Spirit SKIN,2,2,23.987.500,L
Mercoxit Asteroid Mining Crystal Type C I,4,15,23.985.829,L
Archon Cold Iron SKIN,3,3,23.978.436,L
Women's 'Republic Valklear' Jacket,4,5,23.967.373,L
Women's 'Outlaw' Boots (Blood Raiders),4,5,23.959.460,L
250mm Compressed Coil Gun I,139,570,23.933.073,L
Optimal Range Disruption Script Blueprint,15,15,23.928.905,L
Capsule Subsystem Holostorage EH-CN-J44-001,1,1,23.920.000,L
Gistum C-Type Thermal Shield Amplifier,15,23,23.916.349,L
Small Warp Core Optimizer II,5,6,23.913.109,L
425mm AutoCannon I Blueprint,6,10,23.900.497,L
BZ-5 Scoped Gravimetric ECM,121,691,23.896.910,L
Minmatar Republic Starbase Charter,4,3.902,23.895.098,L
Capital Kinetic Shield Reinforcer I,2,3,23.893.320,L
1MN Monopropellant Enduring Afterburner,1.171,2.835,23.877.725,L
Blackbird Aurora Universalis SKIN,2,3,23.861.970,L
Large Remote Capacitor Transmitter I Blueprint,6,18,23.845.263,L
Giant Freight Container Blueprint,10,10,23.814.666,L
Signal Dispersion,22,33,23.809.087,L
Procurer Gallente Industrial Livery SKIN,1,2,23.803.173,L
Warrior I Blueprint,34,55,23.766.094,L
Sanshas Gamma L,5,20,23.741.831,L
Magus Aurora Universalis SKIN,2,2,23.722.068,L
Ashen Ion Satin - Limited,3,8,23.710.006,L
Imperial Navy Small Focused Pulse Laser,4,6,23.709.497,L
Covetor Gallente Industrial Livery SKIN,3,4,23.698.064,L
Capital EM Shield Reinforcer I,4,5,23.679.894,L
Ammatar Navy Heavy Pulse Laser,1,2,23.625.000,L
Small Focused Beam Laser I Blueprint,15,43,23.573.379,L
Prime Conservation Canister,17,63,23.569.836,L
F-90 Compact Sensor Booster,646,4.459,23.569.533,L
Men's 'Ascend' Boots (grey/silver),2,2,23.557.440,L
Kestrel Guristas SKIN,1,1,23.533.200,L
Large Core Defense Field Extender I Blueprint,15,32,23.528.172,L
Medium Core Defense Field Extender I Blueprint,20,32,23.524.571,L
Pure Synth Sooth Sayer Booster,4,628,23.522.510,L
EP-S Gaussian Scoped Mining Laser,681,3.118,23.508.272,L
Ark Biosecurity Responders SKIN,6,7,23.505.000,L
Heavy Warp Scrambler I Blueprint,16,20,23.481.736,L
Scorpion Navy Issue Forward 4-4 SKIN,6,6,23.478.954,L
Catalyst Inner Zone Vanguard SKIN,2,2,23.475.304,L
Tristan Exoplanets Hunter SKIN,3,4,23.445.556,L
Women's 'Rocket' Dress (festive),6,14,23.432.437,L
Talwar Deathglow Remnant SKIN,4,4,23.431.625,L
Missile Range Disruption Script,205,1.494,23.421.945,L
Resistance Phasing,34,47,23.388.928,L
Federation Navy Uranium Charge S,23,34.188,23.382.309,L
Rorqual Sansha Industrial Livery SKIN,2,2,23.364.000,L
Glorified Decayed Medium Shield Extender Mutaplasmid,4,5,23.354.479,L
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-701,38,89,23.309.200,L
Large I-a Enduring Armor Repairer,155,1.086,23.307.098,L
Low-grade Jackal Beta,4,7,23.306.360,L
Slasher Headhunter SKIN,4,4,23.299.158,L
Torpedo Launcher I Blueprint,20,26,23.238.875,L
Viator Serpentis SKIN,14,18,23.238.838,L
Cap Booster 150 Blueprint,11,14,23.238.529,L
Medium Salvage Tackle I Blueprint,8,12,23.236.357,L
YC113.01.15 - Dr. Yosef Okada Journal entry,7,9,23.228.006,L
Punisher Chromodynamic Candy SKIN,4,14,23.198.747,L
Dread Guristas Crystal Tag,21,257,23.190.615,L
Exoplanet Sunrise Matte - Unlimited,5,8,23.181.306,L
Small Energy Metastasis Adjuster II,14,41,23.153.548,L
MesmerFlux Condenser Pack S,5,10.815,23.126.535,L
Plutonium Charge M,219,557.699,23.120.508,L
Huge Freight Container Blueprint,12,13,23.111.957,L
R.A.M.- Starship Tech,105,79.501,23.108.877,L
Medium Sentry Damage Augmentor I,14,22,23.102.640,L
Mnemon Relic Coherence Booster I,93,209,23.095.780,L
Men's Worker's Indigo Pants,2,2,23.089.788,L
Legion Biosecurity Responders SKIN,8,10,23.089.667,L
Large Nanobot Accelerator I Blueprint,7,12,23.071.333,L
Shadow Serpentis Crystal Tag,27,190,23.021.064,L
EM Shield Hardener I,59,267,22.993.842,L
Corax Glacial Drift SKIN,4,4,22.993.460,L
Glorified Decayed Medium Armor Plate Mutaplasmid,3,3,22.990.388,L
Iron Charge M,241,1.761.481,22.990.272,L
Hyena Dawn of Liberation SKIN,1,1,22.970.000,L
Asteroid Crumble - Limited,4,15,22.923.650,L
Pith B-Type Explosive Shield Hardener,7,13,22.897.609,L
Dominix Navy Issue Glacial Drift SKIN,2,2,22.892.963,L
Capital Warhead Flare Catalyst I,1,1,22.890.000,L
Sigil Exoplanets Hunter SKIN,2,9,22.878.093,L
Naga Aurora Universalis SKIN,2,2,22.846.964,L
Takmahl Diamond Rod,38,116,22.818.852,L
Guristas Mjolnir Light Missile,53,99.362,22.815.448,L
Medium Trimark Armor Pump I Blueprint,14,15,22.793.303,L
Dual 250mm Railgun I Blueprint,8,8,22.787.168,L
Concordokken,2,2,22.784.922,L
Defunct Gallente Encounter Surveillance System,1,1,22.746.667,L
Myrmidon & Tornado Argyros SKIN Crate,3,4,22.712.707,L
'Abatis' 100mm Steel Plates,3,3,22.686.716,L
Calm Dark Filament,491,22.353,22.656.590,L
Crucifier Ironblood SKIN,3,5,22.654.999,L
Armageddon Spirit SKIN,1,1,22.654.722,L
True Sansha Crystal Tag,13,175,22.641.035,L
Remote Sensing,68,100,22.639.926,L
Datacore - Propulsion Subsystems Engineering,51,2.584,22.638.320,L
Large Semiconductor Memory Cell I Blueprint,15,16,22.630.365,L
Ferox Glacial Drift SKIN,3,3,22.609.192,L
Internal-15 'Pochven' Filament,36,217,22.591.905,L
Missile Precision Disruption Script Blueprint,15,15,22.583.333,L
Large Liquid Cooled Electronics II,3,4,22.575.056,L
Rocket Specialization,25,30,22.556.152,L
200mm Railgun I Blueprint,22,25,22.553.488,L
Dominix Biosecurity Responders SKIN,7,12,22.551.541,L
Medium Hull Maintenance Bot I Blueprint,6,7,22.525.267,L
Glorified Gravid Small Shield Extender Mutaplasmid,3,4,22.513.006,L
Compressed Lavish Vanadinite,4,19.377,22.507.651,L
Tracking Speed Disruption Script,376,2.497,22.490.841,L
Medium Powergrid Subroutine Maximizer I,13,16,22.490.690,L
Eifyr and Co. 'Gunslinger' Motion Prediction MR-701,23,45,22.484.901,L
Compressed Bountiful Xenotime,4,16.016,22.477.015,L
Guristas Nova Torpedo,26,68.383,22.473.567,L
Executioner Blood Raiders SKIN,1,1,22.466.667,L
Triglavian Holographic Transcriber,26,853,22.446.141,L
R.A.M.- Weapon Tech,189,56.076,22.422.934,L
Cosmic Dignity - Limited,2,7,22.403.000,L
Men's Yoiul Stormchasers Suit,7,12,22.399.862,L
Zealot Glacial Drift SKIN,5,5,22.395.375,L
Layered Coating II,33,70,22.370.028,L
Magnate Warp Convergence SKIN,4,8,22.353.864,L
Domination Kinetic Shield Hardener,11,13,22.304.205,L
Camo-Vyraj - Limited,6,26,22.281.918,L
Women's Jita 4-4 Crew Top,1,1,22.275.167,L
Sanshas Multifrequency M,7,40,22.266.333,L
100mm Steel Plates II,29,106,22.263.054,L
Shadow Serpentis Light Ion Blaster,10,14,22.262.584,L
Large Core Defense Field Purger I Blueprint,12,18,22.224.582,L
Eifyr and Co. 'Rogue' Fuel Conservation FC-803,14,17,22.206.651,L
Terminated Knot,3,8,22.195.000,L
Glorified Decayed X-Large Shield Booster Mutaplasmid,4,6,22.177.933,L
Anshar Glacial Drift SKIN,3,4,22.173.622,L
Serpentis Silver Tag,60,281,22.160.804,L
Women's 'Executor' Coat (red/gold),1,1,22.118.363,L
Selynne's Modified Thermal Energized Membrane,1,1,22.050.000,L
Pure Strong Blue Pill Booster,1,8,22.042.380,L
Synth Blue Pill Booster Reaction Formula,4,13,22.017.678,L
Women's 'Fatal Elite' Combat Pants,1,1,22.000.000,L
Large Signal Disruption Amplifier I,2,2,21.989.250,L
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-801,14,41,21.981.694,L
Caracal Navy Issue Glacial Drift SKIN,3,3,21.955.192,L
Osprey Navy Issue Biosecurity Responders SKIN,11,17,21.945.433,L
Obsidian Ochre,13,6.287,21.935.228,L
Medium EMP Smartbomb I Blueprint,6,10,21.932.960,L
Caldari Navy Raid Leader Insignia,1,1,21.930.067,L
Small Transverse Bulkhead I Blueprint,12,33,21.913.403,L
Tempest Aurora Universalis SKIN,4,4,21.904.847,L
Dark Blood Xray S,2,3,21.860.207,L
Large Gravity Capacitor Upgrade II,3,4,21.853.990,L
Gnosis Versus Redforce SKIN,6,7,21.835.885,L
Capital Core Defense Capacitor Safeguard I,5,7,21.834.452,L
Archon Spirit SKIN,1,1,21.822.778,L
Domination Small AutoCannon Battery,2,3,21.822.222,L
Rifter Snowline Bladeracer SKIN,17,30,21.795.891,L
Magnate Navy Issue Ironblood SKIN,2,3,21.789.283,L
Shadow Tungsten Charge XL,3,6.135,21.782.864,L
Naughty People Firework,6,4.492,21.754.721,L
Light Armor Maintenance Bot I,121,1.533,21.735.190,L
Dark Blood Ultraviolet S,3,4,21.684.211,L
Blood Copper Tag,26,57,21.678.479,L
Maulus Navy Issue Luminaire Rising SKIN,1,1,21.678.200,L
Prowler Justice SKIN,2,2,21.667.219,L
Small Algid Energy Administrations Unit I,13,65,21.650.863,L
Redeemer Biosecurity Responders SKIN,6,8,21.625.788,L
Svipul Biosecurity Responders SKIN,9,15,21.619.430,L
Hound Aurora Universalis SKIN,3,3,21.595.166,L
Missile Range Disruption Script Blueprint,16,16,21.525.000,L
Sansha Claws Fairytale Book,3,13,21.518.917,L
Coercer Order of Tetrimon SKIN,3,3,21.516.445,L
Starfield - Limited,5,16,21.475.864,L
Synth Crash Booster Reaction Formula,5,8,21.475.748,L
Large Kinetic Shield Reinforcer I Blueprint,11,16,21.437.293,L
Charon Biosecurity Responders SKIN,5,6,21.434.212,L
Four from One - Unlimited,7,12,21.428.610,L
Low-grade Talon Omega,3,4,21.408.018,L
Tracking Computer I,83,622,21.400.034,L
Thrasher Aurora Universalis SKIN,5,7,21.393.724,L
Depleted Uranium XL,3,38.104,21.380.207,L
Nova Light Missile,477,1.473.188,21.365.454,L
Small Engine Thermal Shielding II,4,6,21.347.235,L
Rapier Justice SKIN,1,1,21.315.683,L
Federation Navy Midshipman Insignia III,163,1.406,21.310.931,L
Large Liquid Cooled Electronics I,5,5,21.306.250,L
Zealot Cold Iron SKIN,3,4,21.301.491,L
Cruise Missile Launcher I Blueprint,24,33,21.293.525,L
Mjolnir Precision Light Missile,56,309.552,21.265.363,L
Wyvern Glacial Drift SKIN,1,2,21.215.510,L
Shadow Uranium Charge XL,2,6.963,21.199.082,L
Medium Shield Maintenance Bot I,34,361,21.145.761,L
Electron Spin Resonance,367,2.384,21.143.251,L
Gnosis Versus Blueforce SKIN,6,7,21.136.657,L
Focused Medium Beam Laser I,29,58,21.122.511,L
Glorified Decayed Warp Scrambler Mutaplasmid,8,9,21.120.722,L
Guristas Standup Module Blueprint Armored Cache,2,2,21.120.000,L
Isotopic Iodide Satin - Unlimited,4,5,21.108.790,L
Corelum C-Type Thermal Energized Membrane,17,22,21.097.666,L
Prophecy Kador SKIN,4,4,21.074.974,L
Large Tracking Diagnostic Subroutines I,3,17,21.062.980,L
Guardian Antimatter Charge L,2,3.165,21.061.565,L
Compressed Bountiful Loparite,4,17.317,21.052.522,L
Crucifier Navy Issue Purity of the Throne SKIN,1,2,21.013.500,L
200mm Railgun I,35,138,21.011.765,L
Sacrilege Exoplanets Hunter SKIN,1,1,20.990.000,L
Log Fragment 4 (Gala YC121),2,2,20.988.000,L
Stabber Fleet Issue Snowline Bladeracer SKIN,4,4,20.977.812,L
Cynabal Glacial Drift SKIN,3,3,20.960.228,L
Golden Omber,35,180.974,20.913.906,L
Chimera Spirit SKIN,1,1,20.912.500,L
Bifrost Aurora Universalis SKIN,4,6,20.887.552,L
Caracal Wiyrkomi SKIN,2,2,20.879.068,L
Unstable Small Shield Booster Mutaplasmid,20,47,20.845.899,L
Fusion L Blueprint,6,19,20.817.636,L
Phased Muon Scoped Sensor Dampener,236,983,20.817.143,L
Phobos Spirit SKIN,3,3,20.791.266,L
Women's 'Outlaw' Coat (Burnt Orange),6,11,20.781.386,L
Women's Yoiul Stormchasers Suit,7,9,20.768.705,L
Agitated Dark Filament,177,1.319,20.761.512,L
Oneiros Spirit SKIN,2,2,20.740.081,L
Vexor Glacial Drift SKIN,3,3,20.734.864,L
Apotheosis Icecloud Investigators SKIN,5,7,20.719.749,L
Heavy J5 Enduring Warp Disruptor Blueprint,5,15,20.712.346,L
Wheel of Prosperity Firework,14,6.078,20.691.771,L
Imperial Plum Gloss - Unlimited,8,13,20.690.772,L
Blood Standard S,8,15,20.673.449,L
Dark Abyss Satin - Limited,6,41,20.659.274,L
Exceptional Moon Mining Crystal Type B I,4,35,20.640.989,L
Large Liquid Cooled Electronics I Blueprint,14,16,20.616.514,L
Sunesis Capsuleer Elite XV SKIN,3,4,20.604.312,L
Thorax Federation Navy SKIN,7,8,20.583.631,L
Compressed Copious Euxenite,3,26.094,20.580.947,L
Gamma XL,2,68,20.577.593,L
Omen Headhunter SKIN,3,4,20.572.857,L
Experimental XT-2800 Heavy Assault Missile Launcher I,79,324,20.571.418,L
Standard S,318,2.486,20.555.234,L
Glorified Decayed Medium Energy Neutralizer Mutaplasmid,4,4,20.526.646,L
Pillars of the Republic - Limited,6,24,20.517.970,L
Phoenix Deathglow Remnant SKIN,3,5,20.469.361,L
Medium Energy Burst Aerator I,10,19,20.460.565,L
Glorified Decayed Medium Shield Booster Mutaplasmid,3,4,20.457.121,L
Sodium Firework,17,14.103,20.396.314,L
Standup Ladar ECM Script,12,33,20.387.034,L
Vigilant Glacial Drift SKIN,3,4,20.379.872,L
Claw Capsuleer Day XV SKIN,1,2,20.372.240,L
Gravid Small Cap Battery Mutaplasmid,22,45,20.335.016,L
Bestower Exoplanets Hunter SKIN,3,4,20.332.480,L
Heavy Modal Laser I,76,205,20.316.734,L
XR-3200 Heavy Missile Bay,117,637,20.302.901,L
Medium Algid Hybrid Administrations Unit I,4,4,20.300.667,L
Sansha Electrum Tag,36,178,20.294.770,L
Navitas Combat Medic Section SKIN,1,1,20.285.510,L
Republic Fleet Private Insignia I,115,864,20.278.636,L
Large Ancillary Current Router I Blueprint,14,19,20.270.608,L
Medium Explosive Shield Reinforcer I Blueprint,13,37,20.260.660,L
Flames of the Rebellion Firework,19,7.478,20.252.322,L
Large Hull Repairer I,7,43,20.250.543,L
Hurricane Glacial Drift SKIN,2,3,20.171.782,L
Prorator Purity of the Throne SKIN,1,1,20.160.000,L
Domination Kinetic Armor Hardener,7,13,20.141.173,L
Omen Capsuleer Day XV SKIN,1,2,20.122.667,L
Carbonized Lead M,104,308.705,20.107.126,L
Drone Damage Amplifier I Blueprint,17,52,20.100.431,L
Large Faction Ammunition Crate,6,29,20.099.408,L
Spatiotemporal Boundary Detector,1,5,20.097.592,L
Caracal Semiotique Superluminal SKIN,6,7,20.084.005,L
Mjolnir Heavy Assault Missile Blueprint,15,26,20.044.850,L
Small Ancillary Shield Booster,83,199,20.041.080,L
Orthrus Glacial Drift SKIN,2,2,20.026.168,L
Heavy Pulse Laser I Blueprint,15,19,20.021.600,L
Guristas Cruise Missile Battery,1,3,20.017.000,L
Amarr Propaganda Broadcast Structure,1,1,20.000.000,L
Cruor Deathglow Remnant SKIN,1,1,20.000.000,L
Shield EM Resistance Script Blueprint,4,4,20.000.000,L
Tobias Kruzhor's Tag,1,2,20.000.000,L
Maulus Navy Issue Spirit SKIN,1,1,20.000.000,L
Standup XL Cruise Missile Blueprint,2,2,20.000.000,L
Catalyst InterBus SKIN,1,1,20.000.000,L
Occator Spirit SKIN,1,1,20.000.000,L
Vexor Warp Convergence SKIN,1,1,20.000.000,L
Merlin Nugoeihuvi SKIN,2,3,20.000.000,L
Medium Ice Harvester Accelerator I Blueprint,22,24,19.989.170,L
Log Fragment 7 (Gala YC121),2,2,19.975.000,L
Tungsten Charge XL Blueprint,7,11,19.958.800,L
Glorified Decayed 1MN Afterburner Mutaplasmid,3,4,19.952.026,L
Javelin XL,5,60.409,19.950.622,L
Viator Spirit SKIN,1,1,19.935.938,L
Dark Blood Standard S,4,6,19.931.692,L
Exequror Navy Issue Biosecurity Responders SKIN,8,9,19.907.979,L
Zealot Exoplanets Hunter SKIN,2,2,19.904.444,L
CSM 10 Electee Archive Script,1,1,19.900.000,L
Gelidus Aqua Satin - Limited,5,28,19.897.497,L
Women's 'Avenue' Shirt (red patterned),1,2,19.879.937,L
Small Artillery Specialization,15,20,19.859.975,L
Moa Glacial Drift SKIN,3,3,19.843.673,L
True Sansha Quad Beam Laser,6,8,19.835.314,L
Small Core Defense Charge Economizer II,5,8,19.814.728,L
Vexor Navy Issue Glacial Drift SKIN,4,4,19.800.768,L
Capital Sentry Damage Augmentor I,1,1,19.800.000,L
Guristas Nova Light Missile,49,102.242,19.768.809,L
Heat Sink I Blueprint,16,23,19.714.327,L
Large Particle Dispersion Augmentor I,10,17,19.713.302,L
Caldari Navy 125mm Railgun,6,13,19.710.739,L
Induced Compact Multispectral ECM,220,701,19.696.299,L
Upgraded 'Malkuth' Rapid Light Missile Launcher,165,619,19.694.926,L
400mm Steel Plates I Blueprint,11,18,19.677.457,L
Dual Heavy Afocal Pulse Maser I,75,388,19.670.522,L
Microwave L,94,1.617,19.670.220,L
